"r.id","r.title","r.tally_ayes","r.progress_report","r.tally_nays","r.status","r.requested"
735.0,"Reimbursement - Polkadot Pulse Dubai Edition & Polkamix w/ Afrojack @ Token2049, Dubai","550942768314571843","","138195955971155979",Executed,"560160000000000"
736.0,Kampela hardware cold signer productizing proposal,"156300591684832562","","302112550849191241",Rejected,"1346270000000000"
737.0,Onboarding Established Generative Artists to Polkadot Asset Hub and driving user engagement,"226668683317773938","","332717292758749",Executed,"99970000000000"
738.0,Polkadot Blockchain Academy Wave 5 Singapore - Demo day seed prize fund proposal,"365173803008633360","","415353464953539",Executed,"100000000000000"
739.0,Changing the curves of the referendums that were affected by extended confirmation periods,"455783223537834589","","715689659037453625",Rejected,-1
740.0,Polkadot Bridge Hub 1.2.2 upgrade: Unstuck bridge with Kusama,"1275002655019610370","","100000000000",Executed,-1
741.0,Move Part of Treasury to Asset Hub,"803343693584752921","","50000000000",Executed,-1
742.0,CoinMarketCap x Polkadot 6 months integration (Renewable),"721981484749459565","","3442427006305647",Executed,"1382180000000000"
743.0,Express Lane,"676384267371568960","","880124947092664799",Rejected,-1
744.0,Empower Polkadot Playground - Educate With Game For Highschool and University,"35516953569179986","","198065816103385560",Rejected,"35000000000000"
745.0,MobilePolka: Unveiling Polkadot's Depths on the Go,"20000000000","","233021972550330675",TimedOut,"28582130940000"
746.0,VOTE NAY,"0","","175166648892329169",TimedOut,-1
747.0,Polkadot 2.0 Definition,"692250198039336481","","205555966462674008",Executed,-1
748.0,Bringing Stellar Liquidity to Polkadot: Loan DOT Collateral for Pendulum’s Spacewalk Bridge Vaults,"201511091167472757","","170537181011680882",Executed,"500000000000000"
749.0,Runtime Verification: Advanced Rust Property Test Verification for Polkadot Ecosystem,"292008963859808436","","311526000000000",Executed,"751420000000000"
750.0,Propose Curator for IBP,"379572127872319545","","91100000000000",Executed,-1
751.0,Polkadot @ Blockchain Rio 2024,"414027325830871133","","29918667636551542",Executed,"78730000000000"
752.0,Should we abolish DV?,"462102000000000","","221506515465707883",Rejected,-1
753.0,Learn Polkadot Tip for Polkadot Brand Being Elevated by Conor Daly and Inter Miami,"168298076928693141","","506781000000000",Executed,"6942000000000"
754.0,PRE-IMAGE ERROR - VOTE NAY,"225595610012343","","350889825997535680",Rejected,"397130000000000"
755.0,Pilot MOU Proposal for a Collaboration between the Polkadot Ecosystem and the Founder Institute:,"437757733039514330","","43544862175979277",Executed,-1
756.0,Test the brand-new spend() extrinsic (resubmission of 708),"285228955453796615","","100000000000",Executed,"69000000"
757.0,VOTE NAY,"100092480460108","","41684306162608169",Rejected,-1
758.0,Replacing curators for events bounty 17,"738655209426723292","","3916942216504520",Executed,-1
759.0,Open source alternative to centralized polkadot API gateways and node as a service,"277281380772371861","","77287622162598870",Executed,"204220000000000"
760.0,"POLKADOT IRL CAMPAIGN #6 - THE CITY & CANARY WHARF, LONDON UK","737447679973922306","","277575111383980745",Executed,"397130000000000"
761.0,Retroactive Payments for {bash} + adding Zebu Live Official Closing Party,"303762776163901204","","79579072922371956",Executed,"378820000000000"
762.0,HEROIC x Polkadot sponsorship,"1075701818198068730","","433046515354507575",Executed,"1992600000000000"
763.0,The JAM Spring Time Tour & Top Up - The Kus x Key Pictures,"587666402363641264","","21060710000000000",Executed,"354005300000000"
764.0,Retroactive Tip - Reimbursement for Miami trip wrt Polkadot x Inter Miami proposal,"195736506039211907","","74707238004371703",Executed,"4500000000000"
765.0,Replacing curators for event bounty 17 (backup),"810429712636075911","","5684706620228245",ExecutionFailed,-1
766.0,OG Tracker 2.0 Top Up,"411435476982007148","","911975565378230",Executed,"132420000000000"
767.0,Recovering lost funds for local initiative,"97922062388232203","","59660000000000",Executed,"461000000000"
768.0,"2nd Milestone Request for Rewards and Fees for Polkadot Prodigy Hackathon 2024","624186513283137736","","78264978116633738",Executed,"109790000000000"
769.0,Make DED the official meme coin of Polkadot,"647600489911814730","","1083686645598907043",Rejected,-1
770.0,"dotafair: Fair Launch Chain,  A zero-threshold Fair Launch platform aims to build a DOT-based public benefit chain ecosystem, adding more use cases and adoption for DOT.","1495484807177868","","217593319817382390",Rejected,"264000000000000"
771.0,"Pease VOTE NAY, parameter is wrong","7200000000000","","381992796407417227",TimedOut,"13982"
772.0,AIWeb3 Chinese Unit(爱Web3 中文社区) operation June. 2024 - Dec. 2024,"416998039648673082","","235859600690234252",Executed,"139820000000000"
773.0,"DOTphin Event Multipass by Sovereign Nature with WalletConnect integration & upgradeable, dynamic NFTs by Unique Network","418317662206843002","","245671486731058310",Executed,"500000000000000"
774.0,"Kinera, a Decentralised Media Platform [CANCELLED]","5210081670816278","","105371372110119898",Rejected,"801880000000000"
775.0,Events Bounty Top Up Proposal ,"794568760335443414","","93056755429233859",Executed,"10000000000000000"
776.0,"Proposal: Funding for Design and Development of XCQ, the Cross-Consensus Query Language","232225454791108884","","0",Executed,"490754300000000"
777.0,Proposal for the Development of SubstrateSQL Server,"5297086358786034","","406484365823587052",Rejected,"1750000000000000"
778.0,"","157043058592468161","","100000000000",Executed,-1
779.0,"ink! Analyzer: Retroactive funding for ink! 4.x to 5.0 migration features, and other major improvements","265428638018335852","","100000000000",Executed,"56750000000"
780.0,Ignore - superceded by 781,"0","","279301251917299443",TimedOut,"0"
781.0,Report : Proposal #684 Chainalysis analytics solutions on Polkadot Relay Network,"54591165235388797","","258416606184186504",Rejected,"0"
782.0,DOT Experts Tip for OnlyDeFiGuy for Proposal #684 Chainalysis analytics solutions in USD,"122933836194925479","","216634749139008066",Rejected,"0"
783.0,Developer tools for Polkadot-API,"99704280981211196","","77551122237480975",Executed,"317050000000000"
784.0,"VOTE NAY, WRONG PRE-IMAGE","0","","46587581446312434",TimedOut,"10000000000000000"
785.0,Chainalysis analytics solutions on Polkadot Network,"660528486000000000","","34877175531229793",Cancelled,"10000000000000000"
786.0,Cancel Chainanalysis ref,"754705491727266810","","727038396542334895",Executed,-1
787.0,Cancel root ref #693,"700974203697402242","","364721977998145773",Executed,-1
788.0,Proposal for DED Bounties: Revitalizing Community Engagement,"561400000000","","337837110681674898",Rejected,"30000000000000"
789.0,Top-up of Proposal 657 due to DOT price change.,"151903563391821280","","56758151975256095",Executed,"29600000000000"
790.0,Polkadot Relayers Incubator 2024,"173028992276845740","","46143506485887404",ExecutionFailed,-1
791.0,[Whitelisted Caller] Upgrade Polkadot v1.2.4,"958845640645023983","","682882659981",Executed,-1
792.0,Maintenance for the substrate-api-client Jul-24 to Dec-24,"381587960381313812","","100000000000",Executed,"46700000000000"
793.0,Untitled,"92994489425357218","","607860616552183",Executed,"10000000000"
794.0,"Beamex PERPadot: DOT LP Depth Loan, a significant DOT liquidity depth on Beamex Perpetual Exchange","49062434706305647","","611177676673514805",Rejected,"5000000000000000"
795.0,Beamex PERPadot: Liquidity Incentives  program to attract liquidity and onboard new users to the Polkadot ecosystem via Perpetual Trading ,"35737913971748449","","695305854558549711",Rejected,"4999990000000000"
796.0,[Retroactive] RegionX Corehub | Parachain management,"140443024709035440","","66650000000000",Executed,"32820000000000"
797.0,Polkadot Ecosystem vCISO Program w/Spearbit,"533248474613871737","","438377092082770370",Executed,"604310000000000"
798.0,DOTCAST /This_is_the_DOT Top Up,"127985484486459196","","415848814301461",Executed,"40150000000000"
799.0,Presentation on Augmented Reality Advertising for Polkadot by Overthereality,"64399287681732723","","21232986237685411",Executed,"800000000000"
800.0,Polkadot Dapps over Apps (REVISED),"1520763578100750","","297815016888864728",Rejected,"88220000000000"
801.0,Inclusion of Moonbeam in marketing narratives,"463867891009542714","","760101010000000",Executed,-1
802.0,Curators Candidates - Bounty #49,"177674757830757970","","46217208520276673",Executed,-1
803.0,Polkadot in Spanish Editorial Board and Marketing Top Up ,"109130557143238476","","1680586270478275",Executed,"94610000000000"
804.0,Ecosystem Test Environment Bounty,"99066735461906669","","197150010000000",Executed,-1
805.0,Polkadot Education Program for Top Ethiopian Universities.,"42870609456558157","","316047800244666816",Rejected,"36900000000000"
806.0,Automated Reward Payout Initiative,"913564389","","349563848030953835",Rejected,"8910000000000"
807.0,Pre-Image error vote NAY,"0","","321928169498372142",TimedOut,"145000000000000000000"
808.0,"12 Months of Polkadot Advertising on Spotify x 2 Ad Campaigns","43966137095905418","","221308821946980557",Rejected,"145000000000000"
809.0,Open-Source Registrar Development Continuity,"191503999451347953","","768381089106387",Executed,"27379200000000"
810.0,test,"1","","399119793221297916",TimedOut,"90000000000"
811.0,"Pre-Image error, vote NAY","0","","40110383556390902",TimedOut,"6000"
812.0,A reactive library for building Substrate front-end,"167038188592967785","","206693329564742",Executed,"60000000000000"
813.0,error vote no,"0","","23214284660794830",TimedOut,"14048"
814.0,"Proposal: Promotion to ""VII Dan: Free Master"" for Gavin Wood - Evidence below","209837488584546046","","100000000000",Executed,-1
815.0,*UPDATED* Polkadot Drone Show + NFT Drop Over VELD Music Fest (100K+ Attendance) - Brand Awareness + PR Campaign,"44317090568882","","431716129118723543",Rejected,"92860000000000"
816.0,SmallTipper,"93962641261578508","","50000000000",Executed,-1
817.0,Proposal: Adding More Auctions For LP18 On Polkadot,"861854292929243437","","0",Executed,-1
818.0,Polkadot Business Development in Brazil - Continuation of Operations,"217383473718751458","","47615074015291802",Executed,"533350000000000"
819.0,Referendum for the Polkadot UX Bounty,"632370708134425617","","372997556035928880",Executed,-1
820.0,Title Sponsorship at the Crypto AI Summer Conference,"38966000000000","","433153354711902138",Rejected,"100000000000000"
821.0, Free Beer Stand & BD/Networking Space at Polkadot Decoded,"336664986288935451","","91073934854019524",Executed,"45040000000000"
822.0,Referendum #822 - Refill for marketing bounty number #33,"607040555660573381","","836661861729542547",Rejected,"0"
823.0,"Vote Nay. Is a toturial about How to Request Stable asset USDT, USDC","1010913470916850","","275607271599016603",Rejected,"15000000"
824.0,AssetX the new Polkadot Asset Hub DEX,"2557115045491526","","654497695851038597",Rejected,"733232108120000"
825.0, Cancelling treasury proposal #774,"39508767834916605","","56412609611098",TimedOut,-1
826.0,Revolutionizing Social Media for a Better Internet,"1477202235026052","","473399116856055692",Rejected,"230000000000000"
827.0,Polkadot.js UI Bug When Initiating A Parathread for Parachain Auction,"137547665857651449","","9580000000000",Executed,"4084500000000"
828.0,PLEASE VOTE NAY,"0","","30622600462407798",TimedOut,-1
829.0,PLEASE VOTE NAY,"0","","31719613933324648",TimedOut,"385978000000"
830.0,StorageHub’s Codebase Audit,"287999488697928836","","273028468677255037",Executed,"385978000000"
831.0,Referendum 631 top up due to DOT price change,"194283705060843498","","58172324552737411",Executed,"44712000000"
832.0,Funding the Technical Fellowship Sub-Treasury,"648987501958775464","","54000000000",Executed,-1
833.0,"VIRTUNE AB X POLKADOT - ETP CAMPAIGN, SWEDEN & THE NORDICS","493355988029479075","","47777832648637469",Executed,"899450000000000"
834.0,Inclusion of DED in marketing narratives,"691038403000000000","","1003008066652732970",Rejected,-1
835.0,"Retroactive Sponsorship Reimbursement for Polkadot CCTF Yacht event at Token 2049, Dubai","151459202071920467","","130460861447280473",Executed,"41780000000000"
836.0,Please vote Nay,"0","","253384214874842389",Rejected,"6702"
837.0,BD & Marketing Proposal. Polkadot as the preferred network of chains for digitizing financial assets and similar real world assets ,"332608422156316366","","247241201661559767",Executed,"126040000000000"
838.0,Polkadot Education - Polkadot Onboarding for Business,"219705093909641703","","95017370751764418",Executed,"248000000000000"
839.0,Treasury proposal for renewal of API licenses for Blockexplorers,"278646627481756232","","58430369743709616",Executed,"67020000000000"
840.0,Vote NAY,"3417498510870960","","508262132384958709",Rejected,"262650000000000"
841.0,Upgrade Polkadot v1.2.5,"1329316836791525071","","100000000000",Executed,-1
842.0,Big Tips for Content in Portuguese - JOÃO HAZIM - 440 DOT,"129808981905048204","","58280061661974334",Executed,"4400000000000"
843.0,RE-SUBMISSION OF REF #734 - BERLIN TAXI REFILL,"194192595808195494","","942021596156803",Executed,"82650000000000"
844.0,Decoded 2024:  PopUp Hub for the community,"283066240805301491","","56500986042949995",Executed,"21503914000000"
845.0,VOTE NAY - ERROR PREIMAGE,"264412873962073","","230916940713412201",Rejected,"2228000000"
846.0,Volatility adjustment for REF651 and REF742,"378483673130016297","","312018943729481971",Executed,"138556000000000"
847.0,Kudos: Unlocking the Full Potential of Polkadot’s Developer Community,"304917406975522591","","379568366592061",Executed,"178223300000000"
848.0,"Retroactive - Participation of Polkadot in Unlock summit 2024 Mexico, Puebla Talk + Workshop","131940582560898188","","353767366592061",Executed,"3487000000000"
849.0,JUST Retroactive Compensation for Contributions to the Polkadot Ecosystem,"730722421105502115","","187833334236112",Executed,"461940000000000"
850.0,.,"0","","298859986787283362",TimedOut,-1
851.0,Fixed Maximum Supply for Fiscal Certainty,"54172655021333291","","477539198355062255",Rejected,-1
852.0,lol - NAY,"0","","33270356094884972",TimedOut,-1
853.0,"please vote no, wrong preimage","0","","250676968443742636",Rejected,"79350000000000"
854.0,Inclusion of Hydration in marketing narratives,"299912467771480055","","391756428592061",Executed,-1
855.0,Polkadot London Event - Dawn of RWAs ,"416970712405340920","","7984303637472384",Executed,"15190000000000"
856.0,"Verified Organization Badges on Twitter/X for Parachains, Top Wallets & Comms Channels","520874371318894631","","167468366592061",Executed,"74960000000000"
857.0,Reduce minBalance of USDT/C to 0.01,"553719297838390774","","50120000000000",Executed,-1
858.0,Polkadot Head Ambassador Application: six / David Pethes,"528415643593866124","","699813951328780",Executed,-1
859.0,Polkadot Head Ambassador Application: Leemo,"536951090074726754","","5259737454940305",Executed,-1
860.0,Polkadot Head Ambassador Application: Ezio Rojas,"299217161463541639","","219050308433321554",Executed,-1
861.0,Head Ambassador Application: Max Rebol,"332166739445852524","","216853184447568618",Executed,-1
862.0,Inclusion of Novasama Technologies' Products in Marketing Narratives,"496434955507643008","","235285062000000",Executed,-1
863.0,Proposal to Tip Art Curators and a Polkadot Candidate Ambassador in the UAE.,"331506504403409892","","214468640543890304",Executed,-1
864.0,Polkadot Head Ambassador Application: Irina Karagyaur,"534222657757515719","","5379243172470513",Executed,-1
865.0,SmallTipper,"76988650581795779","","100000000000",Executed,-1
866.0,(EDIT) VOTE NAY ,"30650000000000","","433681091564001944",Rejected,"13245030000000000"
867.0,Preimage removed - referendum revoked,"15000000000000","","205080568467224660",Cancelled,-1
868.0,"Incognitee: Productive Privacy Sidechains for DOT, KSM and all Substrate- Based Chains","5422882271781533","","501081981276576576",Rejected,"1355270000000000"
869.0,Polkadot Head Ambassador Application: Alice und Bob,"344448228026798483","","28862902186717577",Executed,-1
870.0,"","213423020715913656","","100000000000",Executed,-1
871.0,Polkadot Head Ambassador Application: Michiko Watanabe,"307329608237490248","","234847793079555055",Executed,-1
872.0,[Whitelisted Caller] Upgrade Polkadot: v1.2.6,"1125431398822826025","","100000000000",Executed,-1
873.0,Polkadot Head Ambassador Application: William,"298598522597105600","","215129276337116260",Executed,-1
874.0,Polkadot Head Ambassador Application: Abdulbee,"524935966459681556","","4558149086820306",Executed,-1
875.0,Top-up of Proposal #87 due to DOT price change,"129378216041884262","","549313465291150416",Rejected,"186775800000000"
876.0,#876 Polkadot Head Ambassador Application: Lorena (Blockya),"309747406138999878","","215527305337116260",Executed,-1
877.0,Proposal: Expanding the Polkadot ecosystem with Polkadot for Beginners (book) v2,"453640075154096","","529243202894069539",Rejected,"40000000000"
878.0,"Wrong pre-image, please vote NO","960295035491526","","59486771601525485",TimedOut,-1
879.0,Polkadot Head Ambassador Application with focus on AI Growth: Zoé,"349186568590110261","","238944768069496375",Executed,-1
880.0,Polkadot Head Ambassador Application: Mario Altenburger,"317293245518546794","","235008988834993907",Executed,-1
881.0,Vote Nay,"168021000000000","","235678714438825268",TimedOut,-1
882.0,Timed Out - Vote Nay,"102500000000000","","234917786334708142",TimedOut,-1
883.0,"Requesting ""Top Up"" of Ref #601 due to DOT price change","190839874221969038","","347319916227254707",Rejected,"250000000000000"
884.0,Polkadot Head Ambassador Application: Patrizia De Bella,"4918328060161418","","249978024091638865",Rejected,-1
885.0,Should we allow EVM compatible contracts on Asset Hub?,"549277124691107823","","16586362000000000",Executed,-1
886.0,"Kampela Productizing Proposal, Redux","552858735903842979","","223021172281058605",Executed,"979202800000000"
887.0,"Resubmission of Promotion to ""VII Dan: Free Master"" for Gavin Wood - Evidence below","522013634054293772","","0",Executed,-1
888.0,Enable approval voting protocol improvements,"1127244754325113895","","414837469530",Executed,-1
889.0,Polkadot Head Ambassador Application: Angelina ,"318755000000000","","253090567078163434",Rejected,-1
890.0,[Whitelisted Caller] Make WETH asset sufficient and set asset metadata,"1770066171190921147","","100000000000",Executed,-1
891.0,Please vote Nay - Technical issues with Pure Proxy,"7121159404656086","","236065418269056509",TimedOut,-1
892.0,Proposal: OpenZeppelin x Polkadot Ecosystem Growth Phase M3,"507789588503816794","","1927496648906080",Executed,"391390000000000"
893.0,Asia Blockchain Summit 2024 Sponsorship,"310719448847058990","","100801227391897424",Executed,"167412753000000"
894.0,Inclusion of Dot Code School in Marketing Narratives,"170542345606372370","","119429779097992755",TimedOut,-1
895.0,"Requesting ""Top Up"" of Approved Ref #644 due to DOT price change","801741229009580239","","430640685486303315",Executed,"5980000000000000"
896.0,[Whitelisted Caller] Update Max HRMP Channels,"1129465389211784854","","100000000000",Executed,-1
897.0,"2024 Polkadot Hackathons (September 2024 in Singapore and November 2024 in Bangkok)","467312768249352253","","397549151257121934",Executed,"1348990000000000"
898.0,pre-image pulled ,"125213100000000","","580347656914874897",Rejected,"340000000000000"
899.0,Revised Proposal: Polkadot Sponsorship of traditional Family Office Investment Conference Series,"629651204494992846","","632293960974323298",Rejected,"1649892700000000"
900.0,Head Ambassador Proposal for Polkadot - Georgi #900,"291986311006418376","","37561713466196455",Executed,-1
901.0,PLEASE VOTE NAY 😅,"1136445035491526","","290343234589236849",Rejected,"420000000000"
902.0,Polkadot Head Ambassador Application: Mexican Collective,"295640576383911572","","218737259828196455",Executed,-1
903.0,Plaza smart contract tooling,"745895765263814819","","865092469118502058",Rejected,"1394709000000000"
904.0, Top Up request: Universal Hybrid Substrate Faucet,"129853899547473947","","57482323352270157",Executed,"7247800000000"
905.0,"""Reward Mode"" - Unlocking Gaming Rewards with Polkadot.  TapNation is introducing 734,366 new users to the Polkadot ecosystem, adding 73,437 new wallets every month throughout the partnership period.","418086183716863664","","124409780477807467",Executed,"708350000000000"
906.0,Please reject this referendum.,"10000000000","","58147753710092926",TimedOut,-1
907.0,Hope Clary For Head Ambassador Team,"168082000000000","","237892539262383115",TimedOut,-1
908.0,"Establish a rule for ""top up""","42672887366592061","","128722619332652771",TimedOut,-1
909.0,Polkadot Head Ambassador Application:  Rish,"349980952207294596","","2528653221141733",Executed,-1
910.0,"Polkadot Head Ambassador Application | Cris, Patricia, Tin","338189710712070017","","241623396343020099",Executed,-1
911.0,Treasury Proposal: Polkadot Bounty Manager UI Development,"442298183319549627","","836138828504351",Executed,"278430000000000"
912.0,Full Disclosure for Head Ambassador Sponsorship - Whistle-Blower Series Part 1,"250000000000","","472628480907676064",Cancelled,"156000000"
913.0,Referendum 912 posted on the wrong track,"305626616644347265","","173817366592061",Executed,-1
914.0,Ecosystem Agent Tip for Adam Steeber's bounty & multisig tutorial,"142620223950991573","","86134465167427060",Executed,"10000000000000"
915.0,Top Up | RegionX Coretime Marketplace for Polkadot,"262501889395989900","","208546166592061",Executed,"48554000000"
916.0,Referendum for PolkaDotJobs.xyz: A Polkadot Native Job Board Provided as a Public Good,"45093416391313360","","483843072608627404",Rejected,"170810000000000"
917.0,Dot Play Bounty,"1309907676965972","","45289032008004332",Cancelled,-1
918.0,PROPOSAL -  FHE-WASM Research and Development for the Polkadot Ecosystem,"425851524793277005","","133897481632208534",Executed,"338840000000000"
919.0,Removing curators from Spanish bounty,"237678408371287324","","530258284909288842",Rejected,-1
920.0,Refill for marketing bounty number #33 - 500k DOT,"778964253116171574","","914872468457997475",Rejected,"5000000000000000"
921.0,Retracted,"88158623104857242","","232155516350597996",Rejected,-1
922.0,"Polkadot User Segments & Conversions 👨‍👩‍👧‍👦 for Ink!, Pallets & XCM ","304559877709193716","","223482158416640523",Executed,"375733900000000"
923.0,Removing curators from Games Bounty [38],"85688465402083587","","289992139235388797",Cancelled,-1
924.0,Polkadot Head Ambassador for Gaming Application - Angie Dalton,"326495910714546896","","33532288022691632",Executed,-1
925.0,KAGOME – the C++ implementation of Polkadot Host milestone 3,"658625796439460594","","131768412189946529",Executed,"1413950000000000"
926.0,Polkadot Head Ambassador Application - Jimmy Tudeski,"65201417445069693","","213901435235062822",Rejected,-1
927.0,"Please vote Nay, Preimage removed.","183865951822196676","","746460518050517940",Rejected,"999950000000000"
928.0,Cancel 923,"313641332547285043","","986367601980858",Executed,-1
929.0,Cancel 917,"326474007844570933","","1678702049574174",Executed,-1
930.0,Vote Nay,"0","","623494596308062506",Rejected,"287550000000000"
931.0,Top up | HEROIC x Polkadot sponsorship due to DOT price drop,"318309491291975415","","99481485955834226",Executed,"105573000000"
932.0,Proposing The Polkadot Tooling Collective,"447053314526461956","","50051000000000",Executed,-1
933.0,Polkasafe - The 360° multisig solution for Polkadot | Last Retroactive Funding Proposal,"559953681843521522","","49122595537604786",Executed,"180850000000"
934.0,Polkadot Head Ambassador Application - Mario Schraepen,"508196189428583353","","21275306407554561",Executed,-1
935.0,Polkadot Anti-Scam Team refill due to price volatility,"93114006202633184","","401268065838980238",Rejected,"305038000000"
936.0,Close bounty 33,"93359717235234409","","671285474121313897",Rejected,-1
937.0,Exclude Astar from marketing narratives,"481506873428592061","","370554390816127469",Executed,-1
938.0,Continuation and Salary Request for Editorial Board in Spanish Members,"181016685043122465","","120549745317613134",Executed,"46000000000"
939.0,Please Vote Nay,"40000000000000","","57949532677406670",TimedOut,-1
940.0,Please vote nay. Sorry about that,"151800000000000","","57667032992428300",TimedOut,-1
941.0,Polkadot Head Ambassador Application: DJ Hà Trang & SubWallet,"311004498168064226","","252548793828182576",ExecutionFailed,-1
942.0,Phink – ink! fuzzer for security and robustness  ,"289854741021046146","","180822059262922933",Executed,"198100000000"
943.0,Top-up of Proposal 751 due to DOT price change,"311490961652847613","","191574976848379477",Executed,"478202140000"
944.0,Snowbridge Launch and Treasury Proposal,"947427688577651116","","504914812940614825",Executed,"0"
945.0,"","0","","249804703004547354",TimedOut,-1
946.0,Removing Moonbeam from marketing narratives,"318232410227667764","","595054412987358651",Rejected,-1
947.0,Small Tip Proposal: We live in a society,"97409328859193711","","45826961795558078",Executed,"500000000000"
948.0,Reactive DOT: funding request for continuation of development,"429252434160021900","","196387000000000",Executed,"153780000000000"
949.0,Vote Nay,"11255116518042729","","201521152028145688",Rejected,-1
950.0,Authena x Polkadot: The Future of Scalable Traceability,"297138572041884262","","758361038378705000",Rejected,"2600000000000000"
951.0,Kylix Finance - The Lending Parachain | Funding Proposal,"171444094695810704","","611755295105437864",Rejected,"544800000000"
952.0,Please vote nay,"0","","56404358829941043",TimedOut,-1
953.0,Polkadot Head Ambassador Application: Bekka,"301987769606269187","","248312969508770774",Executed,-1
954.0,Infinity Wallet - Milestone 2,"402660000000000","","669727663470569241",Rejected,"99870000000000"
955.0,"","144666783914189380","","20205585138999878",Executed,-1
956.0,Funding for 3 month Polkadot Brand Campaign,"1060100000000","","292163240888316727",TimedOut,"23500000000000"
957.0,Educational Content in Spanish by long time active members at the Ecosystem,"233341941680170","","223863754963188664",Rejected,"56840000000"
958.0,I would like to help Polkadot Marketing on X and Binance platform,"6207167720727367","","330588149829240583",Rejected,"1500000000000"
959.0,Direction of marketing strategy,"289879394525726843","","164672154723502037",Executed,-1
960.0, Polkadot Global Football Foundation ,"168013000000000","","313349851753500790",Rejected,"4000000000000"
961.0,Proposal to Tip Art Curators and a Polkadot Candidate Ambassador in the UAE.,"418215564623363288","","87271744858364022",Executed,"7700000000000"
962.0,please vote Nay,"0","","294049987100771807",Rejected,"76858300000000"
963.0,Polkadot Head Ambassador Proposal - Lucy Coulden,"322845124855427994","","56386610537465521",Executed,-1
964.0,please vote Nay. Thanks a lot!,"0","","306220669765018766",Rejected,"46045800000"
965.0,Proposal: Request for DOT Top-Up to Cover Price Difference,"426181924083591535","","55717035470916850",Executed,"46045800000"
966.0,Plaza name,"523402107885949488","","132285111351962993",Executed,-1
967.0,Plaza and Defi Bounty,"332143054000000000","","161045082653354335",Executed,-1
968.0,Dot Play Bounty,"689493310977832824","","335251000000000",Executed,"4000000000000000"
969.0,Polkadot Head Ambassador : DonDiegoSanchez,"370313254613251558","","1306962000000000",Executed,-1
970.0,Retroactive Tip for the development of LiteScan - A lightweight indexer for Polkadot Chains,"143715986433429494","","207100000000000",Executed,"8680000000000"
971.0,SmallTipper,"118200836293831789","","53280000000000",Executed,-1
972.0,[Whitelisted Caller] Register Polkadot People Chain,"1273143125748034204","","100100000000000",Executed,-1
973.0,[Whitelisted Caller] Update HRMP Channel Limits,"953192984650918588","","20430855138999878",Executed,-1
974.0,Nielsen reports,"382427233372249163","","651662219675266876",Rejected,-1
975.0,Retroactive Funding Proposal: Completed Remarker Development and Future Polkadot NFT Standards Implementation Post-Plaza Upgrade,"834156006392736","","247848799156101062",Rejected,"100000000000000"
976.0,Pledging to allocate 1% of Treasury Spending to Social Good Projects,"47342000200000","","186976579374157153",TimedOut,-1
977.0,please vote nay ,"150060000000000","","336630215662911688",TimedOut,"100000000000"
978.0,VOTE NAY,"1000000000","","256950920327488205",TimedOut,-1
979.0,"Please vote nay, thank you!","113860000000000","","305243772174946325",Rejected,"142320000000000"
980.0,"","0","","43617122703385988",TimedOut,-1
981.0,Proposal to the Polkadot Community - Dustin Plantholt for Head Ambassador,"295777393448752147","","73786185928537829",Executed,-1
982.0,TEST Bounty Please Vote For NAY !,"0","","276471180755185802",TimedOut,-1
983.0,People Chain Migration and Release,"215639854098445635","","50100000000000",Executed,-1
984.0,Polkadot Head Ambassador Application with focus on China Market - Siyu Liu,"478533786825935524","","45423383458211172",Executed,-1
985.0,dAppForge - AI powered plug-in for Polkadot developers that reduces development time. ,"428525567008305292","","269906007367876922",Executed,"105000000000"
986.0,VOTE NAY - ERROR ,"13699937689","","320286400264240350",Rejected,"3865450000000000"
987.0,SmallTipper,"207832945517359157","","158150000000000",Executed,-1
988.0,Dotswap.org: Asset Hub DEX UI v1+v2 2024 Development+Hosting by MVP Workshop+Colorful Notion,"178184859142001964","","314694726146173290",Rejected,"0"
989.0,Live Music on Polkadot: Billfold + Radiate Onboarding,"316894443349277351","","632429111381152510",Rejected,"3865460000000000"
990.0,Restricting games bounty (38) from investing in games related to mythical,"127118592406543429","","400557073140350244",Rejected,-1
991.0,Polkadot Head Ambassador - Alice und Bob,"248451106294405911","","2022721321141733",Executed,-1
992.0,Proposal: Freelancing Platform Development ,"197797082379344","","260777318763543394",TimedOut,"315320000000000"
993.0,Polkadot Head Ambassador Application: Luca Poggi,"494081450954324803","","37425065364288959",Executed,-1
994.0,Fellowship: Retain Wei at Rank III,"226160709369890593","","371295639163817432",Rejected,-1
995.0,Subsquid - Public data indexing Infrastructure for Polkadot and Kusama (Q4 2023),"336092287859348451","","253582000000000",Executed,"492576500000000"
996.0,Edit: Thanks,"10332540000000000","","516720704118026232",Rejected,"768000000000000"
997.0,Incognitee: Privacy Sidechain on Paseo (Retroactive),"469377313054947051","","640079725822371",Executed,"44302720000"
998.0,Incognitee: Privacy Sidechains (Soft Loan Q3'24),"119730998860544385","","650886460055943136",Rejected,"208841000000"
999.0,"Dissolve the ""Polkadot Alliance"" collective due to inactivity","404596928663705304","","50100000000000",TimedOut,-1
1000.0,A Wish for Continuity: Celebrating Polkadot's Core Values,"414021704085989866","","50001000000000",TimedOut,-1
1001.0,Subsquare polkadot collectives support milestone 2,"470750380122626400","","100100000000000",Executed,"176400000000"
